lease_number,region,month,R,mean_in,mean_out,ncells_in,ncells_out,log_anomaly,behavior
OCS-A 0483,Mid-Atlantic,Sep,1.097054571259925,0.0039045387268837155,0.003559110758181795,29,17449,0.09262892596275728,Selection (R > 1)
OCS-A 0483,Mid-Atlantic,Oct,0.5626126538950462,0.006230779297264485,0.011074722998368286,29,17449,-0.575163891364447,Avoidance (R < 1)
OCS-A 0483,Mid-Atlantic,Nov,0.6009682252516166,0.016571389479113036,0.027574485276945945,29,17449,-0.5092132156422293,Avoidance (R < 1)
OCS-A 0483,Mid-Atlantic,Dec,1.0529596692591374,0.04207955262270467,0.03996311905498893,29,17449,0.05160493161980417,Selection (R > 1)
OCS-A 0486,Southern New England,Jan,13.923775585670152,0.5724196116770467,0.041110947828415186,31,19458,2.6335978527315596,Selection (R > 1)
OCS-A 0486,Southern New England,Feb,20.94562702325782,0.7598852601743513,0.03627894544911843,31,19458,3.0419298906068053,Selection (R > 1)
OCS-A 0486,Southern New England,Mar,18.934797095960157,0.7903452784784378,0.04174036164596991,31,19458,2.9410013454769697,Selection (R > 1)
OCS-A 0486,Southern New England,Apr,12.696846056793923,0.6606136358553364,0.052029742890507075,31,19458,2.541353620637838,Selection (R > 1)
OCS-A 0486,Southern New England,May,5.117950628472486,0.2688248924189998,0.05252588622552497,31,19458,1.6327540910463798,Selection (R > 1)
OCS-A 0486,Southern New England,Jun,1.960877262871755,0.05428049527108669,0.027681740361246026,31,19458,0.6733919562048235,Selection (R > 1)
OCS-A 0486,Southern New England,Jul,1.0409124381562136,0.02231341197846397,0.021436396723232654,31,19458,0.040097672892633496,Selection (R > 1)
OCS-A 0486,Southern New England,Aug,19.784132727302712,0.020797761457581675,0.0010512344283295331,31,19458,2.984880239017007,Selection (R > 1)
OCS-A 0486,Southern New England,Sep,34.12139479165129,0.033866633991560625,9.925336932547376e-4,31,19458,3.5299246007929748,Selection (R > 1)
OCS-A 0486,Southern New England,Oct,7.920296389055616,0.06060768261311516,0.007652198811254559,31,19458,2.069428627986674,Selection (R > 1)
OCS-A 0486,Southern New England,Nov,5.077823982101676,0.10038163140416145,0.019768631555167494,31,19458,1.624882819842346,Selection (R > 1)
OCS-A 0486,Southern New England,Dec,15.34406414448376,0.3249086425189049,0.02117487514777567,31,19458,2.7307286985601182,Selection (R > 1)
OCS-A 0487,Southern New England,Jan,7.087493840218341,0.2913735894994302,0.041110947828415186,33,19458,1.9583317999484968,Selection (R > 1)
OCS-A 0487,Southern New England,Feb,10.938956637876618,0.39685381113579776,0.03627894544911843,33,19458,2.392330421136436,Selection (R > 1)
OCS-A 0487,Southern New England,Mar,9.338413442376499,0.38978875428438187,0.04174036164596991,33,19458,2.234136370828477,Selection (R > 1)
OCS-A 0487,Southern New England,Apr,7.56385989107474,0.39354568539243756,0.052029742890507075,33,19458,2.02338162749863,Selection (R > 1)
OCS-A 0487,Southern New England,May,3.4565694423164124,0.18155937325773816,0.05252588622552497,33,19458,1.240276606557634,Selection (R > 1)
OCS-A 0487,Southern New England,Jun,1.2775094152755642,0.03536368394270539,0.027681740361246026,33,19458,0.24491241314728304,Selection (R > 1)
OCS-A 0487,Southern New England,Jul,0.6245137916153486,0.01338732539619686,0.021436396723232654,33,19458,-0.4707818654083989,Avoidance (R < 1)
