lease_number,region,month,R,mean_in,mean_out,ncells_in,ncells_out,log_anomaly,behavior
OCS-A 0487,Southern New England,Aug,12.090832682253534,0.01271029958275683,0.0010512344283295331,33,19458,2.4924475358905496,Selection (R > 1)
OCS-A 0487,Southern New England,Sep,21.025112848763875,0.020868132906881245,9.925336932547376e-4,33,19458,3.045717573205553,Selection (R > 1)
OCS-A 0487,Southern New England,Oct,4.840120353307574,0.03703756321390921,0.007652198811254559,33,19458,1.5769395868052394,Selection (R > 1)
OCS-A 0487,Southern New England,Nov,2.481012173652507,0.049046215544821636,0.019768631555167494,33,19458,0.9086666114499462,Selection (R > 1)
OCS-A 0487,Southern New England,Dec,6.271061516257817,0.13278894465078006,0.02117487514777567,33,19458,1.835945641153627,Selection (R > 1)
OCS-A 0490,Mid-Atlantic,Jan,1.0666540956518322,0.07278448358799021,0.06823625755030886,24,17449,0.06452673574171637,Selection (R > 1)
OCS-A 0490,Mid-Atlantic,Feb,1.1117598305202014,0.0738101953951021,0.06639041398047787,24,17449,0.10594419275338574,Selection (R > 1)
OCS-A 0490,Mid-Atlantic,Mar,0.890440429679868,0.060576671113570534,0.0680300097507355,24,17449,-0.11603907385231954,Avoidance (R < 1)
OCS-A 0490,Mid-Atlantic,Apr,0.5618741307859256,0.043326085743804775,0.07710994931053702,24,17449,-0.5764774207457904,Avoidance (R < 1)
OCS-A 0490,Mid-Atlantic,May,0.09188210496268652,0.007264749486542617,0.07906598885052583,24,17449,-2.3872489915119726,Avoidance (R < 1)
OCS-A 0490,Mid-Atlantic,Jun,0.07126848318632518,0.0026959487149724737,0.03782806360455508,24,17449,-2.6413010803337422,Avoidance (R < 1)
OCS-A 0490,Mid-Atlantic,Jul,0.0425772572220702,0.0011900905640989852,0.02795132053461851,24,17449,-3.1564350362916085,Avoidance (R < 1)
OCS-A 0490,Mid-Atlantic,Aug,0.3507963660201886,0.001105717419704888,0.0031520207357029835,24,17449,-1.0475493776592344,Avoidance (R < 1)
OCS-A 0490,Mid-Atlantic,Sep,0.4878892971578102,0.001736452046316117,0.003559110758181795,24,17449,-0.7176667489498172,Avoidance (R < 1)
OCS-A 0490,Mid-Atlantic,Oct,0.3322058680974607,0.0036790879676118493,0.011074722998368286,24,17449,-1.1020004176077791,Avoidance (R < 1)
OCS-A 0490,Mid-Atlantic,Nov,0.3644690562810144,0.010050046626323214,0.027574485276945945,24,17449,-1.009313624741989,Avoidance (R < 1)
OCS-A 0490,Mid-Atlantic,Dec,0.8687797536674344,0.034719148728375636,0.03996311905498893,24,17449,-0.140665633863789,Avoidance (R < 1)
OCS-A 0497,Mid-Atlantic,Jan,1.6926271957986156,0.1154985452691714,0.06823625755030886,3,17449,0.5262818755941345,Selection (R > 1)
OCS-A 0497,Mid-Atlantic,Feb,1.6272828436781381,0.10803598165512085,0.06639041398047787,3,17449,0.48691165681446263,Selection (R > 1)
OCS-A 0497,Mid-Atlantic,Mar,1.3292761140904896,0.0904306670029958,0.0680300097507355,3,17449,0.2846345189422602,Selection (R > 1)
OCS-A 0497,Mid-Atlantic,Apr,0.7276228653403765,0.05610696226358414,0.07710994931053702,3,17449,-0.3179724071304949,Avoidance (R < 1)
OCS-A 0497,Mid-Atlantic,May,0.14641925549483317,0.011576783222456774,0.07906598885052583,3,17449,-1.9212811594997397,Avoidance (R < 1)
OCS-A 0497,Mid-Atlantic,Jun,0.10953564907381488,0.004143521500130494,0.03782806360455508,3,17449,-2.2115052203915493,Avoidance (R < 1)
OCS-A 0497,Mid-Atlantic,Jul,0.08713449123852582,0.0024355240942289433,0.02795132053461851,3,17449,-2.440302477659449,Avoidance (R < 1)
OCS-A 0497,Mid-Atlantic,Aug,0.7911374656606973,0.002493681696554025,0.0031520207357029835,3,17449,-0.2342835391320607,Avoidance (R < 1)
OCS-A 0497,Mid-Atlantic,Sep,0.8428860101255299,0.002999924666558703,0.003559110758181795,3,17449,-0.17092354942865734,Avoidance (R < 1)
OCS-A 0497,Mid-Atlantic,Oct,0.47269557663772543,0.005234972573816776,0.011074722998368286,3,17449,-0.749303698879098,Avoidance (R < 1)
OCS-A 0497,Mid-Atlantic,Nov,0.704021924532109,0.019413042192657787,0.027574485276945945,3,17449,-0.35094578050773045,Avoidance (R < 1)
OCS-A 0497,Mid-Atlantic,Dec,1.2173851920928342,0.0486505093673865,0.03996311905498893,3,17449,0.19670527345256392,Selection (R > 1)
OCS-A 0498,Mid-Atlantic,Jan,0.8587131901359629,0.05859537440396491,0.06823625755030886,21,17449,-0.15232030083478004,Avoidance (R < 1)
OCS-A 0498,Mid-Atlantic,Feb,1.045022403702219,0.0693794700006644,0.06639041398047787,21,17449,0.0440383241364553,Selection (R > 1)
OCS-A 0498,Mid-Atlantic,Mar,0.8815847105809912,0.05997421645692417,0.0680300097507355,21,17449,-0.12603418354128088,Avoidance (R < 1)
OCS-A 0498,Mid-Atlantic,Apr,0.6547908120705598,0.050490886327766236,0.07710994931053702,21,17449,-0.42343946524126863,Avoidance (R < 1)
OCS-A 0498,Mid-Atlantic,May,0.13842719352641095,0.01094488293996879,0.07906598885052583,21,17449,-1.9774107700818007,Avoidance (R < 1)
OCS-A 0498,Mid-Atlantic,Jun,0.07841620738137225,0.0029663332804505315,0.03782806360455508,21,17449,-2.5457246461875984,Avoidance (R < 1)
OCS-A 0498,Mid-Atlantic,Jul,0.04798531122569074,0.0013412528150227097,0.02795132053461851,21,17449,-3.03686033103818,Avoidance (R < 1)
OCS-A 0498,Mid-Atlantic,Aug,0.40315775116348024,0.0012707615914266733,0.0031520207357029835,21,17449,-0.9084273515359198,Avoidance (R < 1)
OCS-A 0498,Mid-Atlantic,Sep,0.4839648067522103,0.0017224843502931652,0.003559110758181795,21,17449,-0.7257430882311265,Avoidance (R < 1)
OCS-A 0498,Mid-Atlantic,Oct,0.32381896039277175,0.0035862052879695383,0.011074722998368286,21,17449,-1.127570683576551,Avoidance (R < 1)
OCS-A 0498,Mid-Atlantic,Nov,0.3032520951318744,0.008362020432416881,0.027574485276945945,21,17449,-1.19319082225563,Avoidance (R < 1)
OCS-A 0498,Mid-Atlantic,Dec,0.911547765645179,0.036428291882787435,0.03996311905498893,21,17449,-0.09261128289558272,Avoidance (R < 1)
OCS-A 0500,Southern New England,Jan,10.519657140759216,0.4324730758865674,0.041110947828415186,45,19458,2.353245615595876,Selection (R > 1)
OCS-A 0500,Southern New England,Feb,14.748735995414348,0.5350685886210865,0.03627894544911843,45,19458,2.6911573838876373,Selection (R > 1)
OCS-A 0500,Southern New England,Mar,12.89645490323519,0.5383026916119787,0.04174036164596991,45,19458,2.556952459896723,Selection (R > 1)
OCS-A 0500,Southern New England,Apr,10.722996602396302,0.5579147562384605,0.052029742890507075,45,19458,2.372390650385986,Selection (R > 1)
OCS-A 0500,Southern New England,May,5.498998723109036,0.2888397812843323,0.05252588622552497,45,19458,1.7045660253214383,Selection (R > 1)
OCS-A 0500,Southern New England,Jun,1.8895999138344712,0.05230741420139869,0.027681740361246026,45,19458,0.6363651208610821,Selection (R > 1)
OCS-A 0500,Southern New England,Jul,1.0091804500811417,0.02163319249326984,0.021436396723232654,45,19458,0.00913856589790637,Selection (R > 1)
OCS-A 0500,Southern New England,Aug,18.502052687940655,0.019449994780330195,0.0010512344283295331,45,19458,2.917881682034006,Selection (R > 1)
OCS-A 0500,Southern New England,Sep,29.9493235501203,0.02972571271368199,9.925336932547376e-4,45,19458,3.3995067383337805,Selection (R > 1)
OCS-A 0500,Southern New England,Oct,7.382535620492971,0.056492630299180745,0.007652198811254559,45,19458,1.9991171596148822,Selection (R > 1)
OCS-A 0500,Southern New England,Nov,3.7312457107229697,0.07376162169708146,0.019768631555167494,45,19458,1.3167421486031314,Selection (R > 1)
OCS-A 0500,Southern New England,Dec,10.10683953095586,0.21401106520659394,0.02117487514777567,45,19458,2.3132123759461876,Selection (R > 1)
OCS-A 0501,Southern New England,Jan,20.6634823693059,0.8494953456379118,0.041110947828415186,21,19458,3.0283680056010547,Selection (R > 1)
OCS-A 0501,Southern New England,Feb,26.722464889900035,0.9694628460066659,0.03627894544911843,21,19458,3.2855045932872837,Selection (R > 1)
OCS-A 0501,Southern New England,Mar,22.775389760087318,0.9506530052139646,0.04174036164596991,21,19458,3.1256805565050683,Selection (R > 1)
OCS-A 0501,Southern New England,Apr,17.836766116466702,0.9280423550378709,0.052029742890507075,21,19458,2.8812618392216964,Selection (R > 1)
OCS-A 0501,Southern New England,May,10.731153797892775,0.5636633634567261,0.05252588622552497,21,19458,2.3731510809541843,Selection (R > 1)
OCS-A 0501,Southern New England,Jun,3.4175792386559256,0.0946045411484582,0.027681740361246026,21,19458,1.2289324754937496,Selection (R > 1)
OCS-A 0501,Southern New England,Jul,2.10325347561973,0.04508617591290247,0.021436396723232654,21,19458,0.7434854199469949,Selection (R > 1)
OCS-A 0501,Southern New England,Aug,33.84760419806047,0.03558176684947241,0.0010512344283295331,21,19458,3.5218682198390114,Selection (R > 1)
OCS-A 0501,Southern New England,Sep,52.9241678629581,0.052529019791455495,9.925336932547376e-4,21,19458,3.968860093948963,Selection (R > 1)
OCS-A 0501,Southern New England,Oct,13.738939899932436,0.10513309957016082,0.007652198811254559,21,19458,2.620234129518708,Selection (R > 1)
OCS-A 0501,Southern New England,Nov,7.75472716999213,0.15330034423442113,0.019768631555167494,21,19458,2.048302614835179,Selection (R > 1)
OCS-A 0501,Southern New England,Dec,22.167173324718007,0.4693871275300071,0.02117487514777567,21,19458,3.098612515486683,Selection (R > 1)
OCS-A 0512,Mid-Atlantic,Jan,1.5281913140883803,0.10427805609427966,0.06823625755030886,26,17449,0.4240848884619901,Selection (R > 1)
OCS-A 0512,Mid-Atlantic,Feb,1.8272104993676732,0.12130926148249553,0.06639041398047787,26,17449,0.6027904866143547,Selection (R > 1)
OCS-A 0512,Mid-Atlantic,Mar,1.803806112594299,0.12271294742822647,0.0680300097507355,26,17449,0.5898989394754615,Selection (R > 1)
OCS-A 0512,Mid-Atlantic,Apr,1.2020803386125491,0.09269235397760685,0.07710994931053702,26,17449,0.18405367132753733,Selection (R > 1)
OCS-A 0512,Mid-Atlantic,May,0.32186059876273265,0.025448226513197787,0.07906598885052583,26,17449,-1.1336367502730915,Avoidance (R < 1)
OCS-A 0512,Mid-Atlantic,Jun,0.14976038564264385,0.005665145393532629,0.03782806360455508,26,17449,-1.898718691185098,Avoidance (R < 1)
OCS-A 0512,Mid-Atlantic,Jul,0.11697063401755196,0.0032694836845621467,0.02795132053461851,26,17449,-2.1458323669909443,Avoidance (R < 1)
OCS-A 0512,Mid-Atlantic,Aug,0.8967136998665858,0.00282646017596842,0.0031520207357029835,26,17449,-0.10901864304718312,Avoidance (R < 1)
OCS-A 0512,Mid-Atlantic,Sep,1.16671434468015,0.004152465575876145,0.003559110758181795,26,17449,0.1541915458609306,Selection (R > 1)
OCS-A 0512,Mid-Atlantic,Oct,0.7321702887619244,0.008108583135673633,0.011074722998368286,26,17449,-0.31174215715547104,Avoidance (R < 1)
OCS-A 0512,Mid-Atlantic,Nov,0.590232188310636,0.01627534878655122,0.027574485276945945,26,17449,-0.527239279989182,Avoidance (R < 1)
OCS-A 0512,Mid-Atlantic,Dec,1.382452868778789,0.05524712858291773,0.03996311905498893,26,17449,0.32385936253398273,Selection (R > 1)
OCS-A 0517,Southern New England,Jan,9.79198671193968,0.4025578548510869,0.041110947828415186,6,19458,2.2815643687367455,Selection (R > 1)
OCS-A 0517,Southern New England,Feb,15.337843852402052,0.5564408004283905,0.03627894544911843,6,19458,2.730323228850245,Selection (R > 1)
OCS-A 0517,Southern New England,Mar,13.555879316941047,0.5658273051182429,0.04174036164596991,6,19458,2.606820351148453,Selection (R > 1)
OCS-A 0517,Southern New England,Apr,9.90633165430295,0.5154238889614741,0.052029742890507075,6,19458,2.293174113749244,Selection (R > 1)
OCS-A 0517,Southern New England,May,3.744249497459849,0.19667002310355505,0.05252588622552497,6,19458,1.3202211956738532,Selection (R > 1)
OCS-A 0517,Southern New England,Jun,1.4416300920832112,0.039906829906006656,0.027681740361246026,6,19458,0.36577448174065397,Selection (R > 1)
OCS-A 0517,Southern New England,Jul,0.7245533087560158,0.015531812173624834,0.021436396723232654,6,19458,-0.32219993986476625,Avoidance (R < 1)
OCS-A 0517,Southern New England,Aug,14.25222459810284,0.014982429177810749,0.0010512344283295331,6,19458,2.656913006677994,Selection (R > 1)
OCS-A 0517,Southern New England,Sep,25.650506074077654,0.025458991527557373,9.925336932547376e-4,6,19458,3.2445633014056794,Selection (R > 1)
OCS-A 0517,Southern New England,Oct,5.810607948567705,0.04446392723669609,0.007652198811254559,6,19458,1.7596852036973085,Selection (R > 1)
OCS-A 0517,Southern New England,Nov,3.3625717720888764,0.06647344244023164,0.019768631555167494,6,19458,1.2127060895593047,Selection (R > 1)
OCS-A 0517,Southern New England,Dec,9.02046226014783,0.19100716213385263,0.02117487514777567,6,19458,2.1994955811147983,Selection (R > 1)
OCS-A 0519,Mid-Atlantic,Jan,0.84045545233776775,0.05734953470528126,0.06823625755030886,10,17449,-0.17381132892087642,Avoidance (R < 1)
OCS-A 0519,Mid-Atlantic,Feb,1.0289587386213275,0.06831299662590026,0.06639041398047787,10,17449,0.028547357526397702,Selection (R > 1)
OCS-A 0519,Mid-Atlantic,Mar,0.8640508048149935,0.05878138467669487,0.0680300097507355,10,17449,-0.1461237100376381,Avoidance (R < 1)
OCS-A 0519,Mid-Atlantic,Apr,0.583412087221841,0.04498687647283077,0.07710994931053702,10,17449,-0.5388615031792536,Avoidance (R < 1)
OCS-A 0519,Mid-Atlantic,May,0.1027160313164198,0.008121344586834311,0.07906598885052583,10,17449,-2.275787075725154,Avoidance (R < 1)
OCS-A 0519,Mid-Atlantic,Jun,0.07187475977899002,0.002718882984481752,0.03782806360455508,10,17449,-2.632830122075564,Avoidance (R < 1)
OCS-A 0519,Mid-Atlantic,Jul,0.04215239550724725,0.0011782151181250811,0.02795132053461851,10,17449,-3.166463763237048,Avoidance (R < 1)
