month,region,wea,dens_90,dens_75,dens_50,dens_avg,ann_reg_90,ann_reg_75,ann_reg_50,ann_reg_avg,ann_coast_avg,constraint
February,Southern New England,OCS-A 0521,0.77244525551796,0.5072417184710503,0.17909713834524155,0.34594724923372266,0.15008400976657874,0.018916922621428967,2.598425780888647e-4,0.07918808176801849,0.02216512590611698,0km
February,Southern New England,OCS-A 0522,1.9026359081268325,1.1171108335256577,0.529526874423027,0.7954380796714262,0.15008400976657874,0.018916922621428967,2.598425780888647e-4,0.07918808176801849,0.02216512590611698,0km
February,Southern New England,OCS-A 0534,0.6304984092712402,0.4752643033862114,0.28006862103939056,0.33423676062375307,0.15008400976657874,0.018916922621428967,2.598425780888647e-4,0.07918808176801849,0.02216512590611698,0km
January,Mid-Atlantic,OCS-A 0482,0.17171441912651067,0.12116158753633499,0.09547354280948639,0.1021494627572023,0.06292186379432677,0.012153170304372907,0.001961317379027605,0.017818752700484945,0.02216512590611698,0km
January,Mid-Atlantic,OCS-A 0483,0.10554277747869492,0.10338606871664524,0.09740332514047623,0.0978554517030716,0.06292186379432677,0.012153170304372907,0.001961317379027605,0.017818752700484945,0.02216512590611698,0km
January,Mid-Atlantic,OCS-A 0490,0.07762773931026459,0.07477768883109093,0.06335281953215599,0.06506793067923614,0.06292186379432677,0.012153170304372907,0.001961317379027605,0.017818752700484945,0.02216512590611698,0km
January,Mid-Atlantic,OCS-A 0498,0.059094831347465515,0.055149536579847336,0.051009682938456535,0.05354207536826531,0.06292186379432677,0.012153170304372907,0.001961317379027605,0.017818752700484945,0.02216512590611698,0km
January,Mid-Atlantic,OCS-A 0499,0.07859133929014206,0.05528322793543339,0.04969709366559982,0.05735747702419758,0.06292186379432677,0.012153170304372907,0.001961317379027605,0.017818752700484945,0.02216512590611698,0km
January,Mid-Atlantic,OCS-A 0508,0.02845768183469773,0.018249981105327606,0.01375064579769969,0.01683302244378461,0.06292186379432677,0.012153170304372907,0.001961317379027605,0.017818752700484945,0.02216512590611698,0km
January,Mid-Atlantic,OCS-A 0512,0.125499626994133,0.1197260171175003,0.11515621095895767,0.1076994498188679,0.06292186379432677,0.012153170304372907,0.001961317379027605,0.017818752700484945,0.02216512590611698,0km
January,Mid-Atlantic,OCS-A 0519,0.06872092634439468,0.06399121508002281,0.05610836297273636,0.05969672774275144,0.06292186379432677,0.012153170304372907,0.001961317379027605,0.017818752700484945,0.02216512590611698,0km
